Date,Close,Volume,Volume2,Open,High,Low
20210325,6340,3580225,22704,6300,6430,6270
20210324,6270,5959658,37817,6540,6550,6250
20210323,6510,17722499,116159,6400,6740,6270
20210322,6380,6503952,41102,6130,6400,6120
20210319,6100,2898706,17763,6070,6210,6060
20210318,6210,3265419,20459,6300,6380,6200
20210317,6290,2958854,18444,6300,6330,6170
20210316,6300,6015242,37839,6400,6420,6110
20210315,6300,15376092,96599,6040,6390,5940
20210312,5960,10629289,62857,5790,6070,5670
20210311,5720,43467859,265400,5620,6640,5610
20210310,5590,2583977,14280,5650,5670,5420
20210309,5570,4140102,22596,5400,5620,5260
20210308,5410,3111970,17081,5600,5620,5380
20210305,5550,2863102,15828,5600,5620,5470
20210304,5670,3495174,19817,5760,5780,5570
20210303,5830,1634286,9488,5750,5850,5710
20210302,5830,2498109,14665,5940,5970,5760
20210226,5870,3662684,21413,5910,5940,5760
20210225,6060,2362938,14163,6010,6060,5930
20210224,5910,2495391,15009,6060,6120,5900
20210223,6100,3274411,19650,6010,6110,5880
20210222,6030,3323554,20217,6000,6230,5990
20210219,6040,3559500,21222,6080,6110,5850
20210218,6090,2161425,13205,6120,6160,6050
20210217,6120,2513941,15232,6130,6140,6020
20210216,6130,2510449,15363,6160,6210,6080
20210215,6160,2650551,16344,6260,6260,6100
20210210,6180,2579368,15748,6140,6180,6040
20210209,6130,2576769,15765,6140,6200,6050
20210208,6100,3884269,24014,6190,6330,6060
20210205,6200,4543114,28155,6220,6320,6080
20210204,6190,11256306,71752,6640,6700,6150
20210203,6520,10001661,64859,6410,6590,6330
20210202,6330,9918613,63017,6520,6700,6140
20210201,6460,12801447,80648,5900,6550,5850
20210129,5900,11265125,68401,6390,6460,5760
20210128,6320,18960759,120453,6000,6620,5900
20210127,6070,3511490,21607,6140,6280,6060
20210126,6160,3214890,19968,6320,6330,6140
20210125,6300,7470046,47631,6210,6640,6160
20210122,6270,5467316,34677,6470,6490,6200
20210121,6460,5403721,35269,6540,6670,6450
20210120,6540,7051282,45559,6610,6620,6310
20210119,6490,18460055,119025,6280,6590,6190
20210118,6270,23957542,149267,5900,6450,5750
20210115,5930,5746622,34212,6130,6150,5840
20210114,6050,11516315,68531,5710,6090,5710
20210113,5710,5178412,29890,5900,5930,5700
20210112,5770,6772346,39196,5830,5940,5670
20210111,5860,13519202,80344,5910,6150,5790
20210108,5900,11646922,68461,5900,6070,5710
20210107,5940,12198899,73684,6080,6150,5900
20210106,5970,34872333,210704,5900,6340,5750
20210105,5790,63694731,372561,5250,6230,5200
20210104,5150,9249864,47704,5250,5270,5060
20201230,4985,22854653,113707,4630,5170,4610
20201229,4660,3666400,17166,4750,4755,4620
20201228,4670,7793445,36765,4690,4850,4600
20201224,4645,44159783,221632,4960,5450,4605
20201223,4480,2794719,12511,4440,4550,4350
20201222,4455,2752769,12394,4580,4585,4410
20201221,4610,3998401,18403,4650,4675,4485
20201218,4610,8850284,40256,4350,4625,4315
20201217,4330,3256729,14150,4435,4445,4275
20201216,4425,3653777,16377,4420,4550,4390
20201215,4415,4563126,20001,4480,4500,4325
20201214,4500,5419254,24677,4680,4685,4470
20201211,4720,7523271,35436,4730,4785,4625
20201210,4675,33951737,159842,4260,4970,4190
20201209,4300,8524837,35514,4010,4350,3990
20201208,3980,3734271,14804,3980,4055,3850
20201207,3990,5842247,23268,4100,4100,3905
20201204,4070,14254782,55962,3850,4080,3725
20201203,3805,11263948,42178,3555,3980,3515
20201202,3545,1802484,6358,3525,3550,3500
