Date,Close,Volume,Volume2,Open,High,Low
20210325,8100,1110543,9083,8200,8340,8030
20210324,8200,683653,5662,8340,8440,8200
20210323,8430,1797224,15311,8750,8800,8370
20210322,8850,1314073,11566,8960,8960,8720
20210319,8960,5363846,47437,8580,8960,8480
20210318,8410,1124430,9392,8280,8460,8170
20210317,8270,881243,7197,8220,8270,8100
20210316,8220,1048020,8645,8340,8370,8140
20210315,8310,2077296,17060,7970,8350,7920
20210312,7870,951799,7501,7800,8000,7730
20210311,7860,1500473,11987,7850,8080,7830
20210310,7720,1280196,9862,7760,7850,7580
20210309,7910,2462249,19695,7980,8150,7800
20210308,7870,2349717,18414,7570,7930,7560
20210305,7520,1580776,11972,7580,7730,7450
20210304,7580,2319457,17395,7300,7590,7290
20210303,7280,729781,5286,7150,7300,7110
20210302,7100,749799,5338,7110,7180,7100
20210226,7070,521677,3674,7050,7120,7000
20210225,7140,413375,2959,7280,7280,7110
20210224,7140,1104318,7962,7200,7320,7100
20210223,7190,458915,3292,7170,7200,7110
20210222,7160,513472,3676,7270,7280,7080
20210219,7130,480653,3419,7090,7190,7040
20210218,7070,560189,4035,7210,7280,7070
20210217,7180,550319,3938,7130,7180,7100
20210216,7080,306734,2157,7060,7090,6940
20210215,7010,480861,3404,7140,7140,7000
20210210,7050,626519,4446,7080,7120,7000
20210209,7080,1066078,7520,7050,7110,6960
20210208,6960,835821,5827,6860,7030,6820
20210205,6860,1102918,7490,6640,6860,6610
20210204,6590,314341,2070,6620,6620,6550
20210203,6570,357696,2356,6640,6660,6530
20210202,6580,401732,2639,6610,6630,6520
20210201,6540,387680,2532,6360,6630,6360
20210129,6370,737750,4788,6680,6710,6370
20210128,6640,583922,3861,6700,6710,6520
20210127,6760,433024,2941,6830,6850,6760
20210126,6860,522980,3589,6920,6940,6840
20210125,6920,378069,2614,6920,6980,6860
20210122,6950,875132,6102,7080,7080,6910
20210121,7120,460458,3260,7060,7120,7050
20210120,7090,760528,5392,7160,7170,7050
20210119,7140,608712,4347,7090,7210,7070
20210118,7140,835623,5978,7240,7340,7090
20210115,7340,727483,5332,7390,7430,7260
20210114,7390,1078614,7929,7340,7390,7260
20210113,7350,1244443,9111,7270,7380,7200
20210112,7150,802159,5733,7050,7210,7000
20210111,7020,1203387,8523,7300,7300,6990
20210108,7230,1103273,7972,7230,7320,6890
20210107,7200,1870252,13290,6960,7250,6880
20210106,6800,948272,6407,6770,6840,6700
20210105,6780,956497,6433,6650,6790,6620
20210104,6660,1034781,6898,6800,6850,6610
20201230,6790,1461059,9861,6860,6900,6650
20201229,6860,1101081,7594,6940,6970,6860
20201228,7220,1578149,11439,7340,7350,7180
20201224,7290,648108,4721,7240,7370,7240
20201223,7210,994066,7203,7310,7330,7170
20201222,7300,417956,3056,7370,7370,7280
20201221,7300,475245,3466,7330,7370,7230
20201218,7320,602342,4425,7400,7400,7320
20201217,7380,387965,2870,7470,7470,7380
20201216,7420,493493,3659,7400,7480,7380
20201215,7390,771231,5704,7450,7490,7360
20201214,7450,743385,5598,7630,7640,7450
20201211,7640,1651862,12438,7450,7650,7380
20201210,7260,715610,5217,7260,7370,7210
20201209,7260,702643,5153,7270,7390,7260
20201208,7270,642437,4692,7330,7400,7260
20201207,7400,649972,4773,7410,7430,7310
20201204,7440,572699,4278,7460,7550,7430
20201203,7460,552813,4125,7470,7550,7410
20201202,7460,599747,4493,7490,7560,7440
20201201,7420,584815,4329,7370,7480,7340
20201130,7300,1183882,8749,7530,7580,7300
20201127,7500,539246,4059,7480,7570,7400
20201126,7480,705737,5274,7390,7520,7350
20201125,7390,678760,5075,7550,7590,7330
20201124,7450,605810,4488,7450,7500,7360
20201123,7410,864228,6360,7270,7450,7150
20201120,7290,867787,6360,7400,7430,7270
20201119,7410,1002360,7398,7490,7530,7290
20201118,7590,867191,6627,7880,7880,7540
20201117,7840,1064200,8242,7670,7850,7620
20201116,7630,971029,7354,7380,7670,7380
20201113,7400,878078,6515,7420,7550,7350
20201112,7540,1490744,11133,7360,7550,7300
20201111,7400,1775511,12989,7130,7430,7110
20201110,7090,1329921,9393,7080,7100,6990
20201109,6940,697563,4823,6930,6970,6830
20201106,6920,879499,6062,6880,6950,6760
20201105,6830,750532,5104,6820,6890,6730
20201104,6730,1382611,9405,6940,7020,6630
20201103,6940,1613055,11127,6820,6950,6790
20201102,6660,1372816,8982,6180,6730,6180
20201030,6180,1679379,10667,6460,6590,6180
20201029,6490,1230598,7970,6520,6600,6380
20201028,6670,690978,4587,6580,6700,6570
20201027,6580,1972748,13216,6810,6910,6520
20201026,6890,1697602,11834,6930,7080,6820
20201023,6900,1892443,12917,6690,6920,6690
20201022,6660,2906165,19185,6380,6740,6280
20201021,6380,1032451,6505,6290,6380,6210
20201020,6270,919864,5745,6240,6290,6180
20201019,6250,1031740,6457,6230,6340,6200
20201016,6210,2033286,12651,6090,6290,6070
20201015,6060,964872,5784,5920,6070,5910
20201014,5930,951367,5633,5890,5980,5890
20201013,5910,738387,4350,5870,5930,5850
20201012,5870,1033192,6064,5900,5930,5790
20201008,5880,1797206,10439,5710,5920,5690
20201007,5650,724696,4078,5580,5660,5570
20201006,5620,844075,4732,5540,5630,5540
20201005,5520,881824,4893,5520,5600,5450
20200929,5490,758051,4197,5550,5580,5490
20200928,5510,592658,3271,5420,5560,5420
20200925,5410,569080,3072,5340,5450,5320
20200924,5280,614045,3245,5250,5320,5220
20200923,5300,742738,3938,5300,5350,5240
20200922,5280,1080087,5721,5390,5390,5250
20200921,5400,534930,2914,5440,5510,5370
20200918,5430,764816,4156,5430,5480,5390
20200917,5430,914937,5014,5570,5580,5400
20200916,5570,758275,4219,5560,5610,5510
20200915,5570,1074683,5965,5590,5600,5480
20200914,5500,734454,4027,5440,5520,5410
20200911,5400,603402,3249,5360,5420,5330
20200910,5370,586512,3156,5370,5410,5360
20200909,5360,658981,3506,5310,5360,5270
20200908,5370,573757,3073,5330,5390,5330
20200907,5330,458078,2446,5350,5380,5310
20200904,5340,528987,2799,5230,5340,5230
20200903,5350,431146,2316,5400,5410,5330
20200902,5360,624794,3353,5400,5450,5330
20200901,5390,655231,3511,5260,5390,5260
20200831,5290,749022,4010,5400,5430,5290
20200828,5400,934122,5016,5360,5410,5330
20200827,5310,765893,4067,5300,5340,5260
20200826,5340,470569,2492,5330,5350,5250
20200825,5350,702250,3736,5310,5350,5260
20200824,5230,619360,3230,5250,5260,5160
20200821,5250,641247,3373,5230,5300,5210
20200820,5240,1121783,5855,5340,5360,5160
20200819,5380,494444,2669,5360,5450,5350
20200818,5340,995976,5384,5500,5510,5310
20200814,5570,976615,5406,5610,5620,5460
20200813,5610,850299,4790,5700,5720,5590
20200812,5670,1442871,8113,5710,5790,5500
20200811,5650,2270811,12668,5460,5720,5410
20200810,5400,1720505,9246,5240,5450,5230
20200807,5250,884931,4634,5330,5350,5210
20200806,5330,954433,5103,5290,5420,5280
20200805,5270,759609,3985,5300,5330,5180
20200804,5280,1119179,5891,5150,5310,5150
20200803,5130,522360,2676,5160,5180,5100
20200731,5150,880394,4584,5290,5300,5150
20200730,5250,594840,3134,5280,5310,5240
20200729,5230,716111,3717,5110,5240,5100
20200728,5110,639848,3284,5140,5180,5110
20200727,5110,666159,3427,5100,5190,5100
20200724,5100,600451,3083,5160,5170,5100
20200723,5170,646872,3347,5220,5260,5150
20200722,5230,1113146,5920,5350,5450,5230
20200721,5280,597663,3163,5350,5350,5250
20200720,5320,755429,3985,5300,5340,5200
20200717,5300,657214,3486,5260,5340,5260
20200716,5270,754123,3968,5220,5310,5200
20200715,5180,891368,4615,5160,5240,5130
20200714,5080,531215,2703,5110,5110,5070
20200713,5120,672940,3443,5070,5180,5040
20200710,5010,884087,4443,5100,5130,5000
20200709,5110,753250,3879,5190,5200,5110
20200708,5150,600779,3103,5130,5210,5130
20200707,5180,946481,4910,5280,5300,5140
20200706,5230,651310,3392,5170,5250,5120
20200703,5170,352442,1824,5210,5260,5140
20200702,5180,484124,2498,5150,5190,5130
20200701,5120,287756,1485,5150,5210,5110
20200630,5110,647058,3330,5180,5220,5090
20200629,5140,428218,2193,5130,5180,5090
20200626,5200,433649,2256,5250,5250,5170
20200625,5150,1226123,6388,5230,5290,5150
20200624,5350,564102,3053,5380,5480,5350
20200623,5350,461279,2452,5410,5410,5240
20200622,5330,300717,1605,5380,5390,5310
20200619,5400,1410808,7647,5590,5590,5400
20200618,5510,696565,3871,5490,5630,5440
20200617,5510,737022,4008,5440,5520,5320
20200616,5440,1180305,6318,5230,5440,5230
20200615,5130,1070516,5587,5210,5320,5110
20200612,5300,1450821,7632,5100,5360,5100
20200611,5480,1446789,7989,5650,5660,5450
20200610,5700,928627,5293,5750,5770,5630
20200609,5810,926404,5396,5870,5900,5770
20200608,5870,1115836,6568,6010,6020,5800
20200605,5910,1112319,6551,5870,5930,5750
20200604,5870,1768361,10404,5960,6100,5490
20200603,5870,2429411,14284,5730,6000,5690
20200602,5610,2102706,11747,5450,5690,5420
20200601,5420,1185328,6378,5310,5420,5290
20200529,5260,1563652,8260,5250,5340,5180
20200528,5330,2385329,12754,5260,5450,5230
20200527,5150,1840928,9415,5040,5190,5000
20200526,4980,743479,3724,4950,5050,4930
20200525,4950,378702,1870,4975,4985,4900
20200522,4975,711610,3539,5050,5050,4945
20200521,4980,554837,2762,4990,5030,4950
20200520,4950,599854,2968,4955,5000,4895
20200519,4985,1409967,6956,4835,5000,4830
20200518,4705,933588,4395,4805,4805,4665
20200515,4805,1159321,5549,4790,4825,4745
20200514,4750,1605310,7683,4870,4870,4740
20200513,4930,781183,3855,4950,4955,4910
20200512,5000,991705,4957,5080,5090,4970
20200511,5090,647510,3301,5140,5150,5050
20200508,5130,1027518,5277,5200,5200,5100
20200507,5200,1129621,5724,5050,5200,4985
20200506,5070,983546,5023,5220,5260,5060
20200504,5170,1290299,6648,5150,5200,5090
20200429,5270,1834773,9686,5150,5320,5130
20200428,5150,2610130,13372,4980,5270,4945
20200427,4920,1695570,8308,4715,4970,4715
20200424,4700,741461,3518,4815,4815,4700
20200423,4820,556683,2686,4830,4860,4785
20200422,4800,636379,3034,4740,4825,4720
20200421,4860,1034931,5029,4900,4965,4785
20200420,4955,968777,4839,4970,5030,4945
20200417,4950,1250595,6139,4835,4950,4810
20200416,4770,973528,4652,4865,4865,4695
20200414,4910,857556,4226,4940,4980,4880
20200413,4915,1549338,7640,4925,4985,4820
20200410,4895,2007990,9633,4650,4895,4640
20200409,4595,913222,4202,4620,4635,4575
20200408,4530,998316,4528,4545,4600,4465
20200407,4565,1334814,6140,4650,4680,4525
20200406,4485,1079834,4775,4370,4500,4355
20200403,4370,988404,4294,4390,4410,4295
20200402,4380,1425473,6183,4330,4450,4220
20200401,4400,1491399,6743,4500,4630,4385
20200331,4590,1295413,5792,4375,4590,4350
20200330,4320,936990,3916,4100,4320,4055
20200327,4250,1968366,8324,4235,4300,4140
20200326,4035,1885497,7736,4060,4170,3925
20200325,4030,2073464,8152,3850,4035,3815
20200324,3615,1110315,3971,3595,3650,3465
20200323,3420,1175158,4053,3485,3550,3400
20200320,3720,2186265,7841,3550,3765,3365
20200319,3480,2047585,7394,3830,3925,3470
20200318,3835,2119167,8427,4080,4080,3835
20200317,4030,2464448,10095,4095,4240,4030
20200316,4380,1310684,5916,4590,4795,4355
20200313,4560,2355369,10483,4350,4645,4255
20200312,4720,2857946,13763,4990,5020,4680
20200311,5060,1901610,9730,5110,5260,4990
20200310,5040,1206577,6092,4970,5130,4970
20200309,5070,1418969,7241,5190,5190,5040
20200306,5300,1434138,7589,5330,5360,5250
20200305,5400,2214143,11895,5280,5430,5250
20200304,5260,3936150,20671,5290,5320,5210
20200303,5380,2077939,11242,5470,5500,5360
20200302,5410,2090708,11440,5620,5650,5360
20200228,5610,1256864,7128,5770,5780,5600
20200227,5850,775475,4548,5880,5900,5830
20200226,5900,971934,5733,5870,5970,5840
20200225,5980,970052,5783,5900,6010,5900
20200224,5930,1177269,7051,6110,6130,5930
20200221,6210,1095313,6820,6380,6380,6180
20200220,6380,630225,4018,6450,6460,6330
20200219,6420,636650,4100,6470,6510,6390
20200218,6470,678604,4398,6560,6560,6460
20200217,6560,612332,4007,6630,6630,6490
20200214,6630,643158,4255,6610,6670,6580
20200213,6570,561600,3715,6660,6690,6570
20200212,6680,640029,4224,6590,6680,6560
20200211,6620,415594,2740,6510,6640,6500
20200210,6490,542407,3524,6590,6600,6470
20200207,6640,495173,3276,6630,6670,6550
20200206,6630,561764,3702,6520,6670,6500
20200205,6490,583281,3774,6510,6550,6440
20200204,6470,672729,4329,6490,6510,6380
20200203,6440,763260,4874,6420,6450,6300
20200131,6500,930000,6089,6640,6650,6490
20200130,6630,503223,3337,6720,6720,6610
20200129,6690,407735,2718,6670,6710,6630
20200128,6640,1040611,6935,6810,6810,6620
20200123,6900,234820,1615,6870,6900,6850
20200122,6900,230245,1585,6910,6910,6860
20200121,6890,388177,2682,6950,6990,6870
20200120,6970,548723,3819,6930,7000,6900
20200117,6920,741887,5108,6870,6930,6840
20200116,6850,355073,2432,6850,6870,6830
20200115,6850,536815,3679,6860,6870,6830
20200114,6880,672678,4597,6840,6880,6800
20200113,6820,443152,3011,6840,6840,6760
20200110,6840,701211,4778,6830,6840,6790
20200109,6800,2270014,15474,6900,6960,6800
20200108,6840,887435,6061,6910,6920,6800
20200107,6960,741206,5138,6990,6990,6920
20200106,6940,980052,6801,7020,7020,6900
20200103,7060,543786,3839,7040,7100,7030
20200102,7040,630803,4437,7160,7160,7000
20191230,7120,539118,3841,7160,7200,7100
20191227,7150,1135851,8127,7150,7200,7130
20191226,7460,1389292,10316,7410,7460,7400
20191224,7390,1086721,8069,7490,7490,7390
20191223,7420,382812,2842,7430,7440,7410
20191220,7390,673506,4986,7450,7450,7380
20191219,7460,503082,3755,7460,7500,7430
20191218,7470,509169,3799,7450,7490,7420
20191217,7490,935428,6902,7400,7490,7290
20191216,7390,601099,4449,7470,7470,7350
20191213,7470,1750041,13015,7320,7470,7320
20191212,7290,1254421,9104,7170,7290,7160
20191211,7150,572939,4078,7070,7180,7040
20191210,7080,304109,2158,7110,7150,7070
20191209,7100,386580,2738,7130,7150,7040
20191206,7080,311306,2208,7140,7160,7060
20191205,7130,602900,4292,7010,7150,7000
20191204,6990,300088,2097,6990,7030,6930
20191203,7010,665014,4664,7060,7080,6980
20191202,7110,202054,1436,7120,7140,7070
20191129,7090,390265,2776,7140,7160,7090
20191128,7120,516503,3686,7170,7210,7110
20191127,7190,359334,2582,7210,7250,7150
20191126,7230,378616,2733,7200,7250,7180
20191125,7200,377478,2717,7220,7270,7150
20191122,7160,474465,3403,7160,7270,7110
20191121,7120,519423,3710,7280,7290,7100
20191120,7280,573882,4193,7250,7370,7210
20191119,7240,344552,2481,7190,7250,7140
20191118,7190,258588,1862,7270,7300,7150
20191115,7270,542772,3932,7100,7280,7100
20191114,7140,730423,5198,7200,7230,7080
20191113,7180,465180,3362,7270,7290,7180
20191112,7290,426768,3106,7280,7320,7240
20191111,7250,397226,2895,7280,7330,7220
