Date,Close,Volume,Volume2,Open,High,Low
20210325,35850,2361439,84503,35150,36200,35000
20210324,35100,1842963,65039,35750,35900,35000
20210323,35900,2132689,76565,35700,36200,35600
20210322,35600,2058874,73345,35500,35900,35250
20210319,35450,3265386,116005,36100,36200,35100
20210318,35500,2974612,105097,35200,36000,34750
20210317,35500,1650097,58342,35300,35550,35000
20210316,35200,1380687,48577,35000,35400,34950
20210315,35150,1986955,69877,35300,35550,34850
20210312,34950,2204205,77063,35200,35250,34600
20210311,35400,3253770,116208,35650,36350,35400
20210310,35600,2564721,90732,35650,35700,34850
20210309,35900,5756996,206993,35900,36450,35350
20210308,35250,5130046,179285,34650,35300,34400
20210305,34000,4464423,153122,34100,34900,33950
20210304,34050,3512450,119413,33650,34300,33450
20210303,33650,2377698,79439,33300,33700,32950
20210302,33250,2839084,94759,33400,33700,33050
20210226,32950,4124995,137142,33650,34050,32800
20210225,34100,4020164,136265,33600,34100,33450
20210224,33150,4263157,142556,33100,33850,32900
20210223,32800,1438244,47125,32750,33050,32500
20210222,32500,1303415,42591,32850,33000,32450
20210219,32650,1580642,51220,32300,32750,31950
20210218,32250,1374986,44797,33000,33050,32250
20210217,32900,2361643,78098,33050,33500,32800
20210216,32850,1132192,37121,32650,33000,32500
20210215,32800,1640605,54054,33250,33300,32700
20210210,32950,1730292,56852,32900,33000,32550
20210209,32600,2866955,94269,33100,33400,32400
20210208,32900,4001479,131690,32300,33300,32100
20210205,31800,3030139,96248,31500,32200,31250
20210204,31350,1939058,60981,32000,32050,31100
20210203,31900,2215433,70622,32300,32300,31450
20210202,31950,1755951,55734,31500,32000,31300
20210201,31450,2051787,64406,30500,31800,30450
20210129,30650,3554121,111088,32450,32550,30650
20210128,32200,2050545,65597,31950,32300,31800
20210127,32350,1903597,61858,32550,32750,32350
20210126,32350,2463663,80413,32950,32950,32350
20210125,32950,1810352,59677,33000,33150,32650
20210122,32850,2484931,82042,33100,33250,32850
20210121,33350,2342174,77747,32950,33450,32850
20210120,33100,2813270,92916,33250,33450,32800
20210119,33050,2207325,72672,32900,33200,32500
20210118,32600,3685653,120611,33400,33450,32450
20210115,33350,4230745,142636,34400,34500,33350
20210114,34050,3917487,133696,34300,34350,33950
20210113,34200,6524854,222192,33700,34500,33450
20210112,33100,5467907,181445,33050,33750,32650
20210111,32900,7289269,241338,33700,34100,32350
20210108,33650,4748235,159488,34200,34250,33250
20210107,33750,6546753,220093,33500,33900,33300
20210106,32400,4751214,153933,32200,32800,31950
20210105,32100,3411233,107727,31500,32250,31200
20210104,31550,2983516,94397,32050,32050,31500
20201230,32050,2308628,73508,32000,32200,31500
20201229,32000,3583691,114954,32400,32400,31850
20201228,33500,3722780,124390,33450,33650,33300
20201224,33300,2853145,94876,33100,33400,32950
20201223,32850,2122454,69778,33000,33150,32600
20201222,33150,1832455,61244,33500,33600,33150
20201221,33500,1854239,61710,33500,33550,33050
20201218,33350,2827742,94319,33350,33500,33200
20201217,33250,3221816,106707,33500,33550,32800
20201216,33700,1936781,65136,33750,33900,33450
20201215,33550,4323684,144875,34000,34050,33150
20201214,34100,3055544,104798,34300,34750,34100
20201211,34550,2038764,70429,34600,34700,34400
20201210,34250,4462333,152208,34050,34250,33600
20201209,34050,2263922,77107,33750,34300,33550
20201208,33800,2532074,85412,34000,34000,33500
20201207,34050,3017643,102555,34600,34600,33650
20201204,34600,3381475,117008,34200,34900,34000
20201203,34050,2624925,89277,34250,34350,33750
20201202,34200,3300022,111890,33650,34200,33500
20201201,33150,3135125,103603,32650,33350,32600
20201130,32200,5779670,189381,34050,34300,32200
20201127,34050,1791934,60958,34100,34450,33800
20201126,34350,2071269,71045,34300,34700,34100
20201125,34650,4045356,140229,34500,35000,34100
20201124,33900,2528769,85839,34250,34250,33700
20201123,33950,2678253,90732,33500,34100,33300
20201120,33500,1708598,56910,33150,33500,33000
20201119,33250,2483717,81977,33300,33350,32750
20201118,33500,2167201,72252,33250,33500,33100
20201117,33350,3167675,106001,33550,33900,33050
20201116,33200,3843520,127978,32650,33650,32450
20201113,32250,3283510,106228,32450,32700,32100
20201112,32900,4474654,148556,33700,33850,32800
20201111,33650,5100704,172044,33050,34000,33000
20201110,32950,7202607,236896,33000,33250,32350
20201109,31750,2496771,79181,31900,31950,31350
20201106,31600,1947300,61526,31650,31750,31400
20201105,31500,3089844,96989,31350,31800,30800
20201104,31150,4538264,142783,32600,32650,30800
20201103,32000,3435765,110372,32200,32600,31700
20201102,31750,3894347,123042,30600,31950,30500
20201030,30350,4189440,130466,31400,32000,30350
20201029,31450,3103420,96778,30850,31600,30750
20201028,31500,4419345,137627,30000,31600,29900
20201027,30200,4310484,129929,30500,30600,29800
20201026,30950,3771465,118159,31550,31700,30850
20201023,31350,6673095,207660,30500,31600,30350
20201022,30200,4540090,135262,29100,30250,28850
20201021,29200,3384480,98617,28700,29350,28700
20201020,29000,3020408,87345,28950,29200,28600
20201019,29000,3804406,109555,28100,29000,28050
20201016,27950,1591701,44651,28100,28250,27950
20201015,28050,1332326,37292,27850,28200,27800
20201014,27950,2222501,62298,28200,28250,27900
20201013,28350,1886424,53487,28550,28650,28150
20201012,28450,2396584,67929,28200,28550,28100
20201008,28350,2335648,66492,28650,28700,28350
20201007,28500,1520212,43168,28250,28600,28000
20201006,28350,2128923,60624,28550,28800,28200
20201005,28550,3155972,89134,27350,28600,27300
20200929,27600,1715571,47446,27700,27850,27550
20200928,27500,1193407,32817,27500,27650,27350
20200925,27350,1927889,52737,27300,27450,27200
20200924,27200,1870808,50993,27350,27400,27100
20200923,27600,1771865,48825,27600,27800,27300
20200922,27600,2362160,65306,27800,27950,27500
20200921,28150,1366916,38663,28100,28500,28100
20200918,28350,2219918,62884,28350,28450,28150
20200917,28550,1612471,46050,28700,28800,28450
20200916,28700,1244882,35681,28550,28800,28500
20200915,28750,1471145,42325,28750,28950,28600
20200914,28750,2004641,57701,28500,29050,28400
20200911,28450,1732675,49167,28100,28600,28100
20200910,28500,1994874,57019,28550,28750,28450
20200909,28400,4212332,119795,28500,28650,28300
20200908,29050,2761485,80402,29100,29350,29000
20200907,29100,3761770,109818,29550,29600,29000
20200904,29650,2284285,67424,29600,29700,29400
20200903,30000,1618528,48837,30400,30400,29950
20200902,30200,1293580,38824,30000,30200,29850
