Date,Close,Volume,Volume2,Open,High,Low
20210325,52000,609129,31816,52500,53000,51400
20210324,52400,986362,51111,50500,52700,49650
20210323,50700,733570,37728,51700,52400,50600
20210322,50400,268652,13477,50400,50600,49550
20210319,50200,310537,15532,49500,50700,49400
20210318,50900,543018,27844,51700,52000,50700
20210317,51300,434900,21929,50400,51400,49800
20210316,51000,685636,34266,48600,51000,48500
20210315,48250,207654,10032,48500,48800,47850
20210312,48600,326512,15932,48850,49300,48450
20210311,48050,464829,22493,48100,48900,48000
20210310,47750,440074,21251,49400,49400,47700
20210309,47900,835517,39821,49200,49450,47100
20210308,49200,502686,25215,50900,50900,49150
20210305,49550,458140,22324,48900,49650,48100
20210304,49950,411976,20525,50000,50300,49450
20210303,51000,449317,22967,50900,51900,50500
20210302,50500,857468,43884,51800,52500,49850
20210226,49750,825143,40110,48100,49750,47900
20210225,50100,1051516,51392,47450,50300,47300
20210224,46000,838521,40008,48450,49450,46000
20210223,48300,634874,30739,48700,49000,47750
20210222,49650,494944,24881,50800,51100,49500
20210219,50300,655814,32767,50200,51000,48800
20210218,49800,854525,43507,52500,53200,49700
20210217,53300,843248,44019,53400,53500,51000
20210216,53300,1216314,64093,51800,53400,51700
20210215,50900,1709287,86494,49000,51900,48750
20210210,47400,387510,18193,47300,47550,46400
20210209,47200,759046,36489,48200,49300,47100
20210208,47550,418224,19665,47750,47800,46500
20210205,47800,419018,20053,48350,48800,47500
20210204,48200,393606,18992,49050,49050,47900
20210203,48950,488909,23852,49400,49550,48300
20210202,49100,651405,32151,49600,50600,48300
20210201,48600,521158,25117,47500,48900,46350
20210129,47900,991185,48376,51100,51400,47650
20210128,50000,1057928,53664,50500,51800,49800
20210127,52000,707860,37132,54200,54400,51500
20210126,53700,903472,48029,53300,54000,52200
20210125,52800,1641215,86167,51600,53700,51300
20210122,49600,2989580,155786,51600,55200,49600
20210121,49450,1344139,66344,49000,50200,48200
20210120,49550,2702663,131183,46200,50800,45600
20210119,45450,680542,30819,45500,46050,44700
20210118,45300,1467044,67358,45450,47650,44500
20210115,46250,2219164,102593,45300,47050,45150
20210114,44300,429246,18920,44400,44500,43800
20210113,44300,332267,14770,45100,45200,44100
20210112,44550,538034,23853,44350,45300,43450
20210111,44550,1223938,54518,45300,45800,43000
20210108,45250,756099,34103,45850,46100,44700
20210107,45750,541798,24758,46000,46300,45200
20210106,45650,891057,40548,46050,46400,44500
20210105,45400,1654320,75978,45200,48000,44500
20210104,44300,701531,30917,44300,44500,43300
20201230,44250,578561,25408,43200,44500,42800
20201229,43350,632445,27310,44000,44450,42700
20201228,44000,562111,24520,43800,44200,42850
20201224,43100,478564,20575,42800,43750,42250
20201223,42600,578721,24521,41950,43200,40850
20201222,41900,465329,19666,42450,42850,41850
20201221,42700,564280,24106,43750,43750,42350
20201218,43750,685146,30246,45400,45450,43700
20201217,45250,634695,28559,43950,45750,43750
20201216,44200,642232,28134,44300,44600,43000
20201215,44200,932746,41319,43050,45350,43000
20201214,42800,333352,14313,43150,43550,42500
20201211,43350,395624,17044,43150,43450,42750
20201210,43250,652981,28099,43300,43400,42800
20201209,44000,710455,30810,43500,44200,42550
20201208,43300,648301,27942,43150,44400,42350
20201207,43350,1058868,45246,44100,44150,41550
20201204,44100,1467951,64241,42050,44700,41650
20201203,41750,1189998,50474,42250,43200,41500
20201202,41300,1584018,64956,39200,41750,39150
20201201,39100,1076032,42743,40000,41300,38750
20201130,39850,730583,28776,39200,39850,38600
20201127,38850,1114640,43764,37900,40150,37550
20201126,37850,431290,16248,37700,38050,36950
