Date,Close,Volume,Volume2,Open,High,Low
20210325,9030,1780315,16017,8900,9080,8850
20210324,8900,1836301,16420,8950,9010,8890
20210323,9010,1677696,15162,9070,9120,9000
20210322,9110,1671812,15196,9110,9130,9040
20210319,9120,3439439,31395,9220,9230,9070
20210318,9130,2824744,25666,9110,9140,9000
20210317,9110,1569225,14263,9100,9140,9050
20210316,9100,2089916,18976,9020,9110,9020
20210315,9020,2054784,18548,9020,9070,8980
20210312,8960,2416771,21554,8960,8980,8850
20210311,9010,4134258,37563,9050,9170,8980
20210310,8990,3432807,30563,8850,8990,8770
20210309,8990,6055989,54352,8960,9040,8860
20210308,8850,4294872,37797,8730,8850,8680
20210305,8650,3800549,32960,8580,8760,8580
20210304,8580,2495334,21402,8540,8650,8470
20210303,8540,2070910,17575,8380,8550,8370
20210302,8390,1410580,11877,8400,8480,8360
20210226,8330,2858023,23895,8420,8450,8310
20210225,8520,1704975,14484,8470,8530,8430
20210224,8420,2002790,16976,8480,8540,8410
20210223,8460,1609470,13655,8480,8560,8440
20210222,8420,1828356,15503,8490,8510,8420
20210219,8460,1815975,15190,8400,8460,8270
20210218,8400,1350572,11402,8500,8520,8400
20210217,8500,1904397,16180,8490,8550,8440
20210216,8440,990855,8352,8470,8480,8370
20210215,8470,1449500,12315,8520,8540,8460
20210210,8470,1598062,13498,8460,8500,8340
20210209,8420,1984690,16779,8580,8590,8370
20210208,8490,3918623,33104,8290,8550,8250
20210205,8230,1725976,14140,8160,8230,8140
20210204,8110,1509279,12272,8230,8230,8080
20210203,8240,1672567,13734,8260,8290,8130
20210202,8190,1414090,11572,8160,8230,8110
20210201,8160,2696592,21834,7840,8250,7830
20210129,7830,4586758,36377,8120,8130,7830
20210128,8080,2931712,23716,8160,8170,8030
20210127,8240,2071823,17128,8320,8360,8220
20210126,8280,3788576,31573,8420,8440,8270
20210125,8420,2566266,21596,8440,8450,8370
20210122,8480,2354910,20006,8550,8560,8470
20210121,8570,2165365,18499,8580,8590,8510
20210120,8560,2345818,20099,8630,8640,8540
20210119,8630,1983336,17128,8600,8680,8550
20210118,8560,2860178,24541,8640,8640,8540
20210115,8670,3345712,29222,8880,8890,8670
20210114,8840,2769776,24482,8900,8910,8800
20210113,8880,4524400,39997,8760,8890,8740
20210112,8680,3264949,28290,8630,8770,8580
20210111,8670,4981137,43295,8830,8830,8580
20210108,8830,4133444,36491,8950,8950,8780
20210107,8870,5166139,45831,8900,8930,8820
20210106,8700,4173194,36440,8720,8860,8630
20210105,8710,2863048,24639,8580,8710,8550
20210104,8620,4120038,35714,8860,8860,8610
20201230,8840,3840409,33617,8850,8860,8650
20201229,8880,6722586,60003,9000,9030,8850
20201228,9480,6854351,64974,9500,9530,9450
20201224,9450,3301952,31146,9390,9500,9360
20201223,9350,1536206,14354,9330,9380,9310
20201222,9330,1714044,16063,9410,9420,9330
20201221,9410,1855041,17376,9390,9420,9320
20201218,9360,2285719,21430,9440,9450,9360
20201217,9440,1752607,16440,9430,9450,9350
20201216,9450,1995011,18817,9410,9480,9380
20201215,9350,2053875,19211,9420,9430,9320
20201214,9420,2243696,21194,9530,9540,9420
20201211,9520,2609850,24855,9470,9570,9450
20201210,9420,4130688,38879,9440,9470,9340
20201209,9420,1856373,17505,9320,9490,9310
20201208,9350,2452593,22915,9420,9430,9300
20201207,9460,2426097,22944,9560,9590,9380
20201204,9590,2096022,20087,9550,9620,9510
20201203,9580,1471859,14057,9590,9600,9510
20201202,9560,2012130,19164,9560,9590,9450
20201201,9500,1546795,14635,9390,9520,9380
20201130,9300,4127886,38967,9630,9670,9300
20201127,9620,1387506,13338,9630,9660,9550
20201126,9630,2118519,20319,9680,9680,9540
20201125,9680,3803371,36875,9630,9790,9490
20201124,9570,2629660,25085,9550,9590,9480
20201123,9510,3113168,29493,9360,9520,9270
20201120,9330,3667645,33985,9200,9330,9170
20201119,9080,1729711,15667,9110,9110,9020
20201118,9120,1613090,14667,9100,9130,9060
20201117,9100,2427691,22215,9200,9290,9060
20201116,9150,2834554,26024,9060,9250,9030
20201113,9020,2652282,23941,8980,9120,8930
20201112,9060,3504609,31890,9200,9220,9040
20201111,9250,5795663,52823,8880,9260,8870
20201110,8860,4772839,42239,8900,8950,8740
20201109,8630,1855408,16001,8600,8660,8570
20201106,8570,1412805,12107,8590,8600,8540
20201105,8550,1639658,13989,8510,8560,8450
