Date,Close,Volume,Volume2,Open,High,Low
20210325,3545,5226373,18781,3610,3675,3510
20210324,3585,6491971,23505,3550,3695,3500
20210323,3580,21106774,78493,3735,3875,3565
20210322,3705,22037795,80550,3530,3730,3485
20210319,3465,3930595,13653,3470,3525,3400
20210318,3515,5859094,20567,3475,3560,3450
20210317,3445,6637944,23145,3585,3605,3425
20210316,3555,8738709,31450,3570,3675,3530
20210315,3570,8778068,31888,3715,3775,3555
20210312,3700,18417186,68798,3715,3835,3630
20210311,3745,24515198,93114,3990,4000,3675
20210310,3860,37046602,138301,3585,3860,3555
20210309,3510,48532540,181739,3740,3935,3435
20210308,3655,66630029,247882,3495,3880,3485
20210305,3440,42116076,146511,3245,3625,3230
20210304,3280,4215044,13980,3340,3430,3255
20210303,3380,8926132,29923,3240,3430,3230
20210302,3260,2675915,8820,3365,3370,3250
20210226,3295,5079485,16643,3200,3355,3165
20210225,3295,4085465,13453,3280,3355,3240
20210224,3205,5940929,19658,3350,3400,3200
20210223,3365,9405366,32126,3520,3550,3335
20210222,3515,23837325,83240,3385,3560,3340
20210219,3360,5540265,18506,3335,3420,3255
20210218,3335,4369494,14835,3415,3455,3335
20210217,3380,7215308,24417,3350,3480,3295
20210216,3325,3590072,11969,3355,3380,3300
20210215,3390,6560697,21889,3265,3390,3255
20210210,3250,3470053,11320,3335,3350,3210
20210209,3265,2559136,8411,3335,3345,3255
20210208,3330,3763501,12428,3260,3345,3225
20210205,3260,3320249,10853,3250,3320,3230
20210204,3225,3448088,11200,3315,3320,3210
20210203,3310,4207073,14007,3395,3425,3280
20210202,3380,7596912,26135,3535,3535,3380
20210201,3470,9285924,31753,3345,3500,3220
20210129,3385,9184156,30193,3290,3440,3150
20210128,3280,6751917,22370,3295,3480,3210
20210127,3400,5530319,18690,3370,3445,3265
20210126,3360,6031505,20462,3520,3520,3330
20210125,3460,8071196,27954,3415,3505,3415
20210122,3390,11602694,40096,3465,3525,3385
20210121,3390,61204771,221287,3490,3815,3390
20210120,3300,3534070,11686,3335,3390,3250
20210119,3335,9447288,31473,3190,3410,3170
20210118,3165,4822441,15469,3205,3280,3150
20210115,3315,4329857,14424,3420,3440,3285
20210114,3410,5652470,19530,3435,3555,3395
20210113,3460,5765910,19998,3460,3520,3405
20210112,3475,21271570,74700,3350,3630,3320
20210111,3365,12832782,43584,3570,3605,3275
20210108,3555,14481992,52016,3730,3755,3510
20210107,3695,74529716,290663,3790,4150,3655
20210106,3740,34600682,128279,3775,3810,3630
20210105,3830,205485491,777648,3170,4120,3115
20210104,3175,22083931,70088,3115,3250,3025
20201230,3040,3818325,11567,3020,3070,3000
20201229,3025,14514391,44218,2880,3130,2880
20201228,2850,3909617,11329,2950,2980,2850
20201224,2950,6942949,20887,2935,3070,2920
20201223,2935,5647712,16378,2920,2995,2760
20201222,2900,5976462,17708,3045,3060,2855
20201221,3045,5815502,17903,3110,3160,3030
20201218,3110,7984696,25102,3180,3205,3110
20201217,3160,38289281,124181,3120,3380,3070
20201216,3115,4729004,14746,3165,3170,3095
20201215,3110,5099765,15908,3160,3160,3080
20201214,3105,9047476,28408,3130,3195,3035
20201211,3160,7114368,22456,3205,3230,3120
20201210,3165,18101572,57490,3110,3280,3075
20201209,3125,12869870,40302,3045,3195,3035
20201208,3045,19146782,59738,2980,3275,2940
20201207,3050,8159416,25121,3205,3215,3040
20201204,3180,11288696,35792,3235,3270,3120
20201203,3190,25335667,82368,3190,3355,3170
20201202,3160,16335139,52020,3160,3280,3120
20201201,3155,15348800,48045,3085,3195,3000
20201130,3000,24271922,77515,3235,3375,3000
20201127,3055,6421502,19615,3140,3150,3005
20201126,3130,11415708,35683,3085,3205,3015
20201125,3085,47778017,155945,3200,3500,2905
20201124,3185,26926793,86581,3290,3310,3115
20201123,3380,132756276,444771,2855,3665,2855
20201120,2820,12014635,34500,2805,2990,2780
20201119,2865,17830036,52207,2980,3150,2745
20201118,2985,72599874,223421,2850,3350,2680
20201117,2820,7372046,21497,2890,3005,2810
20201116,2935,8524655,24491,2815,2950,2780
20201113,2855,14237049,41117,3090,3090,2750
20201112,3040,131959682,370455,2280,3040,2235
20201111,2340,30540680,70526,2290,2370,2250
20201110,2280,104862140,239800,2300,2415,2155
20201109,2115,58790752,118352,1680,2115,1665
20201106,1630,802884,1311,1645,1655,1620
20201105,1640,834573,1371,1650,1655,1630
20201104,1635,771818,1260,1640,1660,1615
20201103,1630,773065,1263,1620,1655,1605
20201102,1610,495731,795,1605,1615,1585
20201030,1590,668715,1069,1625,1625,1580
20201029,1610,1217985,1959,1625,1635,1595
20201028,1650,1095499,1798,1655,1675,1620
20201027,1670,2041259,3410,1670,1700,1645
20201026,1700,7683450,13286,1670,1775,1660
20201023,1645,835217,1359,1625,1650,1605
20201022,1635,485805,790,1640,1645,1615
20201021,1640,1075612,1745,1625,1645,1605
20201020,1620,743003,1194,1615,1625,1590
20201019,1630,794180,1291,1625,1650,1615
20201016,1640,1335645,2172,1685,1685,1600
20201015,1670,809264,1354,1710,1720,1660
20201014,1720,1183487,2018,1735,1735,1690
20201013,1735,1199180,2068,1755,1755,1695
20201012,1725,2893741,5099,1800,1840,1725
20201008,18100,0,0,18100,18100,18100
20201007,18100,0,0,18100,18100,18100
20201006,18100,0,0,18100,18100,18100
20201005,18100,342006,6092,17000,18150,17000
20200929,16900,92983,1551,16600,16950,16400
20200928,16400,56896,938,16300,16650,16300
20200925,16400,90862,1474,16500,16550,16050
20200924,16350,53861,876,16300,16450,16150
20200923,16550,97540,1606,16800,16800,16250
20200922,16650,124892,2083,17000,17000,16450
20200921,17000,173215,2984,17000,17650,16700
20200918,17100,86795,1490,17200,17350,17000
20200917,17150,119555,2056,17400,17400,17100
20200916,17450,257125,4461,16750,17550,16750
20200915,16850,57259,959,16850,16850,16650
20200914,16750,77189,1288,16600,16800,16550
20200911,16600,112553,1878,16900,16950,16550
20200910,16850,120487,2026,17000,17000,16650
20200909,16950,124071,2092,16800,17100,16550
20200908,17000,157398,2671,16800,17200,16650
20200907,16750,231765,3816,15950,16750,15800
20200904,15900,62164,972,15500,15900,15400
20200903,15900,56111,892,16050,16200,15800
20200902,16000,85115,1352,16150,16200,15700
20200901,16150,86583,1393,16100,16300,15950
20200831,16100,99537,1584,15700,16100,15700
20200828,15700,52720,826,15750,15750,15550
20200827,15650,67359,1054,15600,15800,15550
20200826,15600,56082,875,15750,15850,15450
20200825,15700,71840,1127,15550,15850,15400
20200824,15400,73252,1128,15600,15700,15250
20200821,15650,64474,1011,15800,16000,15500
20200820,15750,131103,2062,16250,16250,15500
20200819,16200,76570,1231,15850,16300,15850
20200818,16150,135996,2232,16750,16750,16150
20200814,16950,162822,2737,17000,17250,16550
20200813,16900,699440,12308,18300,18300,16900
20200812,16500,95380,1618,16600,16800,16250
20200811,16600,75323,1244,16650,16800,16400
20200810,16600,95975,1579,16250,16750,16100
20200807,16200,103940,1690,16650,16650,16150
20200806,16550,120750,2007,16300,16950,16300
20200805,16250,73974,1206,16500,16550,16200
20200804,16400,78424,1287,16700,16850,16100
20200803,16450,149074,2451,16250,16700,16000
20200731,16250,160563,2616,16250,16650,16050
20200730,16000,54212,870,16100,16200,15950
20200729,15950,71756,1146,16000,16150,15850
20200728,16000,66151,1060,16050,16250,15900
20200727,15950,37810,604,16000,16150,15800
20200724,16100,88887,1415,16150,16150,15800
20200723,16200,140014,2282,16700,16850,16150
20200722,16700,79249,1319,16950,16950,16500
20200721,16950,131625,2201,16500,16950,16450
20200720,16500,56180,926,16750,16750,16400
20200717,16700,60043,994,16750,16750,16450
20200716,16650,54345,905,16900,16900,16500
20200715,16700,63036,1061,16800,17050,16650
20200714,16650,30400,504,16600,16850,16400
20200713,16600,45991,761,16700,16800,16400
20200710,16700,85193,1401,16900,16900,16250
20200709,16800,55916,944,17200,17200,16800
20200708,17000,53472,909,17050,17150,16900
20200707,17100,71020,1223,17400,17550,17000
20200706,17250,44720,766,17300,17400,17000
20200703,17300,26142,450,17350,17350,17100
20200702,17100,31296,538,17250,17300,17100
20200701,17150,90485,1555,17300,17450,17000
20200630,17200,67989,1177,17250,17450,17200
20200629,17050,92546,1594,17450,17500,17050
20200626,17550,201938,3572,17500,18100,17350
20200625,17050,98158,1673,17250,17300,16850
20200624,17500,76044,1336,17650,17850,17400
20200623,17800,108949,1916,18000,18100,17350
20200622,17900,122026,2220,18600,18700,17900
20200619,18500,415777,7769,18750,19150,18350
20200618,17950,229845,4110,17200,18250,17000
20200617,17050,73414,1255,16900,17400,16850
20200616,17350,109966,1897,17200,17450,16800
20200615,17100,155146,2632,17450,17550,16350
20200612,17700,154752,2666,17100,17700,16900
