Date,Close,Volume,Volume2,Open,High,Low
20210325,64100,362979,22868,63600,64600,61000
20210324,63700,323720,20754,64600,65800,63000
20210323,63800,2265892,149624,61000,69700,60500
20210322,57800,59445,3392,58000,58000,56500
20210319,57600,34049,1951,57200,57800,56800
20210318,57800,59730,3457,57300,58300,57100
20210317,57100,38230,2165,56400,57200,56100
20210316,56600,49087,2793,56800,57300,56500
20210315,56200,81348,4559,55300,56700,54800
20210312,55300,82584,4528,53200,55900,53000
20210311,52800,59473,3137,52000,53300,52000
20210310,52300,71262,3774,53800,54200,52300
20210309,53300,113663,6080,54600,55300,52800
20210308,55000,72126,3992,56100,56200,54700
20210305,55700,48234,2672,55700,55900,55000
20210304,56000,53372,2978,55600,56500,55300
20210303,56800,45100,2549,55000,57200,55000
20210302,55700,76388,4264,56300,56400,55300
20210226,55300,146711,8176,56000,56800,55100
20210225,57100,95312,5418,56700,57600,56300
20210224,56300,182117,10431,58600,58900,56300
20210223,58400,185710,10834,59400,59700,58000
20210222,60000,97808,5859,60400,60400,59300
20210219,60200,111310,6670,60600,60800,59200
20210218,60700,172890,10521,61800,62000,60600
20210217,61800,93357,5750,62000,62100,61400
20210216,62300,81376,5053,62400,62400,61700
20210215,62200,90316,5593,61700,62300,61200
20210210,61100,161290,9863,61700,62000,60800
20210209,61700,105423,6531,62000,62700,61500
20210208,62300,71480,4451,62300,62800,61800
20210205,62000,108105,6741,62900,63200,62000
20210204,62600,223041,14144,65000,65000,62400
20210203,65100,129084,8369,65000,65600,64400
20210202,65100,171381,11114,65400,65500,63900
20210201,64900,210216,13510,63400,65400,62800
20210129,62500,328021,20666,61900,64700,61100
20210128,61300,172274,10673,62800,63100,61200
20210127,64200,87195,5589,64000,64700,63300
20210126,64200,193780,12449,65800,65800,63700
20210125,65800,144777,9495,65700,66000,64800
20210122,65400,342072,22149,63700,65700,62800
20210121,63300,86081,5452,63700,63800,63000
20210120,63000,123870,7776,63400,63700,62200
20210119,63300,117682,7450,63000,64200,62700
20210118,62500,203195,12788,62100,63800,62000
20210115,62200,160791,10104,64500,64700,62100
20210114,64100,252908,16223,63100,64900,62900
20210113,62000,122085,7622,63000,63100,61600
20210112,61500,148861,9181,61700,62700,60800
20210111,62400,223640,14004,64600,64600,61500
20210108,64400,244245,15733,64600,65500,63800
20210107,63600,290931,18276,62200,63700,62100
20210106,61300,213970,13250,61500,63600,61000
20210105,61300,171725,10325,59700,61300,59300
20210104,60200,90446,5428,60400,60400,59600
20201230,60200,90117,5410,60000,60500,59500
20201229,59800,62582,3728,59200,60100,58700
20201228,59400,120177,7161,60800,60800,59100
20201224,60600,75559,4533,59600,61000,59300
20201223,59800,110969,6621,60000,60800,59000
20201222,59700,158634,9618,61900,61900,59600
20201221,62100,197716,12360,62500,63700,61700
20201218,61900,402323,24972,59800,63400,59600
20201217,59500,106867,6290,58100,59700,57900
20201216,58100,126483,7344,58600,58800,57800
20201215,58800,91724,5371,59500,59600,58100
20201214,59200,154786,9188,58600,60300,58300
20201211,58100,102289,5968,58500,59000,57900
20201210,58300,121857,7033,58200,58400,57300
20201209,58100,77101,4493,58900,58900,57900
20201208,58500,96673,5614,57200,58600,57100
20201207,56900,126578,7196,57900,57900,56300
20201204,58000,167445,9777,60000,60000,57800
20201203,59700,226240,13434,58700,59900,58600
20201202,57400,179738,10326,58500,58600,57000
20201201,58400,76872,4505,58800,59400,58300
20201130,58400,113048,6632,58800,59200,58300
20201127,58800,105784,6230,59000,59600,58500
20201126,58900,96724,5714,59000,59500,58800
20201125,59100,191684,11427,61000,61000,58900
20201124,60800,127516,7688,61000,61100,59800
20201123,61200,100661,6155,60800,61800,60400
20201120,60200,68737,4116,59600,60500,59400
20201119,59400,93344,5523,60200,60500,58800
20201118,60200,106007,6388,59500,61200,59200
20201117,59200,173892,10401,61300,61600,59100
20201116,61700,60747,3750,61900,62200,61400
20201113,61400,65536,3988,61100,61600,60200
20201112,61300,62241,3818,60800,61900,60800
20201111,60800,87503,5336,61800,62000,60500
20201110,61800,177144,10968,62600,63000,61500
20201109,64700,89959,5814,64500,65200,64000
20201106,64000,108696,6997,65900,66100,63500
20201105,65900,68923,4509,65000,65900,64500
20201104,64400,62958,4055,64500,65300,63600
